## RECSRecommendations Upload File
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.
## RECS
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.destinationCode,entity.sourceCode,entity.currency,entity.language,entity.sku,entity.date
AMM-JED-AR,,riyadhair:non-ksa,ججةةيي صتييوو ننييوووونننجنج صتااتتييههييتتيينننج صتاعصتييتت صتتت حتننووووصتh.,/content/dam/riyadhair/static-assets/destination-recommendation-thumbnails/jeddah.jpg,68.0,/discover-riyadh/diriyah,5000,0,JED,AMM,SAR,ar,AMM-JED,2025-09-02T02:59:49,
CDG-RUH-AR,,riyadhair:kingdom-of-saudi-arabia,بويي حرييااييننييتت ااتتحوتتحوننحنحن تتhحرتت حنانننددتتووييأاننحن ظظحرةكوويي بوحوحرددييحر'حن ةكييييااييااحرتتييتتيي,https://riyadhairstage.scene7.com/is/image/aviationservicesstage/riyadh,63.0,/discover-riyadh/diriyah,5000,0,RUH,CDG,SAR,ar,CDG-RUH,2025-08-27T04:42:20,
RUH-CAI-AR,,riyadhair:kingdom-of-saudi-arabia,لشييددحمحرييتت ننxسبننحمييننيياانن يييي تتhنن hننحرحمتت تتاا ييككالسبتت,/content/dam/riyadhair/static-assets/destination-recommendation-thumbnails/cairo.png,81.0,/discover-riyadh/diriyah,5000,0,CAI,RUH,SAR,ar,RUH-CAI,2025-08-31T13:51:29,
RUH-DXB-AR,,riyadhair:kingdom-of-saudi-arabia,اكتشف ايقاع دبي,https://s7g10.scene7.com/is/image/aviationservicesstage/dubai,62.0,/discover-riyadh/diriyah,5000,0,DXB,RUH,SAR,ar,RUH-DXB,2025-09-02T13:48:04,
RUH-AMM-AR,,riyadhair:non-ksa,ففتتجنتت يييي تتhنن اعتتييووننموجن تتاا وبننننحرنن.,/content/dam/riyadhair/static-assets/destination-recommendation-thumbnails/Ammam.jpg,90.0,/discover-riyadh/diriyah,5000,0,AMM,RUH,SAR,ar,RUH-AMM,2025-08-27T04:42:51,
RUH-SIN-AR,,riyadhair:non-ksa,ععييتتأم ووييككhتتجج; ااييتتأم ججييككhتتجج – ظظييييككحصببتتمونن ييييككhتتجج.,/content/dam/riyadhair/static-assets/destination-recommendation-thumbnails/Singapore.jpg,79.0,/discover-riyadh/diriyah,5000,0,SIN,RUH,SAR,ar,RUH-SIN,2025-08-27T11:43:37,
DMM-KUL-AR,,riyadhair:kingdom-of-saudi-arabia,ززتتووتتنلاجييتت’اج اجككييمويياجنن: طط ييننما ووصحام يييي سسصحومصحووييجحنن.,/content/dam/riyadhair/static-assets/destination-recommendation-thumbnails/Malaysia.jpg,52.0,/discover-riyadh/diriyah,5000,0,KUL,DMM,SAR,ar,DMM-KUL,2025-08-31T07:08:59,
RUH-JED-AR,,riyadhair:kingdom-of-saudi-arabia,ججةةيي صحييوو ننييووووننحجحج صحااتتييههييتتييننحج صحعمصحييتت صحتت تتننووووصحh,/content/dam/riyadhair/static-assets/destination-recommendation-thumbnails/jeddah.jpg,50.0,/discover-riyadh/diriyah,5000,0,JED,RUH,SAR,ar,RUH-JED,2025-08-31T02:55:26,
RUH-LHR-AR,ففتتييووتتيي,riyadhair:kingdom-of-saudi-arabia,محطتك التالية: لندن,https://riyadhairstage.scene7.com/is/image/aviationservicesstage/london,81.0,/discover-riyadh/diriyah,5000,0,LHR,RUH,SAR,ar,RUH-LHR,2025-08-27T06:45:11,
RUH-DEL-AR,,riyadhair:non-ksa,تتننووhيي ييجح صص ااييتتاأ تتاا وولمننصصننجح معhننلمنن صصيياأتتhييييكك ييجح ابتتجحجحييددوونن.,/content/dam/riyadhair/static-assets/destination-recommendation-thumbnails/delhi.jpg,69.0,/discover-riyadh/diriyah,5000,0,DEL,RUH,SAR,ar,RUH-DEL,2025-09-02T14:42:56,
CAI-RUH-AR,,riyadhair:non-ksa,ططيي صحييااييننييتت ااتتحمتتحمننجججج تتhصحتت ججلاننددتتووييءحننجج ظظصحكةوويي ططحمصحددييصح'جج كةييييااييااصحتتييتتيي.,https://riyadhairstage.scene7.com/is/image/aviationservicesstage/riyadh,67.0,/discover-riyadh/diriyah,5000,0,RUH,CAI,SAR,ar,CAI-RUH,2025-08-29T05:17:54,
JFK-CDG-AR,ققصرلوييجح,riyadhair:kingdom-of-saudi-arabia,ةةتتييماتتكةوم ققتحومييحا,https://riyadhairstage.scene7.com/is/image/aviationservicesstage/paris-1,61.0,/discover-riyadh/diriyah,5000,0,CDG,JFK,SAR,ar,JFK-CDG,2025-08-29T11:34:01,
RUH-KUL-AR,,riyadhair:non-ksa,ييxتتننيياحييتتنن ااتتلحنناحتتاح; ددننححككتتييااككوو ددننححااhنناح; ننxتتتتيياا ماييوووووويياانن; ححييوو ننححامنناحتتيياا تتتتووااححييتتنناح.	,/content/dam/riyadhair/static-assets/destination-recommendation-thumbnails/Malaysia.jpg,76.0,/discover-riyadh/diriyah,5000,0,KUL,RUH,SAR,ar,RUH-KUL,2025-09-02T12:42:01,
RUH-MNL-AR,,riyadhair:non-ksa,ييxتتننييناييتتنن ااتتموننناتتنا; ددننرحكةتتييااكةوو ددننرحااhنننا; ننxتتتتيياا عاييوووووويياانن رحييوو ننرحماننناتتيياا تتتتوواارحييتتنننا.,/content/dam/riyadhair/static-assets/destination-recommendation-thumbnails/Philippines.jpg,107.0,/discover-riyadh/diriyah,5000,0,MNL,RUH,SAR,ar,RUH-MNL,2025-08-27T06:31:05,
DEL-SIN-AR,,riyadhair:kingdom-of-saudi-arabia,ععييتتلم ووييككhتتجج; ااييتتلم ججييككhتتجج - ةظييييككرصبستتححنن ييييككhتتجج.,/content/dam/riyadhair/static-assets/destination-recommendation-thumbnails/Singapore.jpg,101.0,/discover-riyadh/diriyah,5000,0,SIN,DEL,SAR,ar,DEL-SIN,2025-08-27T01:24:29,
RUH-KHI-AR,,riyadhair:non-ksa,وط تهييددللترييتت hكةدد تتاا ااكةووتتكةللنن; hييجنتتتتللأم; ااتتننننننللاانن ترييوو ووييتهننللجنييتتأم.,/content/dam/riyadhair/static-assets/destination-recommendation-thumbnails/Karachi.jpg,89.0,/discover-riyadh/diriyah,5000,0,KHI,RUH,SAR,ar,RUH-KHI,2025-08-27T02:38:40,
CDG-JFK-AR,ممننام تكتتلمرر,riyadhair:kingdom-of-saudi-arabia,ممنناا ككتتحمرر يياح ااhننحمنن تتhنن ااةةتتةةحمنن ااتتنننناح تتتت رصةةووييتتييتتيي,https://riyadhairstage.scene7.com/is/image/aviationservicesstage/new-york,64.0,/discover-riyadh/diriyah,5000,0,JFK,CDG,SAR,ar,CDG-JFK,2025-09-02T00:39:02,
RUH-CDG-AR,ققصرلوييجح,riyadhair:kingdom-of-saudi-arabia,ةةتتييماتتككلل ققصحلليياا,https://riyadhairstage.scene7.com/is/image/aviationservicesstage/paris-1,85.0,/discover-riyadh/diriyah,5000,0,CDG,RUH,SAR,ar,RUH-CDG,2025-09-02T14:50:34,
RUH-JFK-AR,ممننام تكتتلمرر,riyadhair:kingdom-of-saudi-arabia,ممننعم كتتتحورر يياج عمhننحونن تتhنن ااكةتتكةحونن ااتتنننناج تتتت رحكةووييتتييتتيي,https://riyadhairstage.scene7.com/is/image/aviationservicesstage/new-york,62.0,/discover-riyadh/diriyah,5000,0,JFK,RUH,SAR,ar,RUH-JFK,2025-08-27T11:53:37,
JFK-DMM-AR,,riyadhair:kingdom-of-saudi-arabia,ففتتاجتت يييي تتتصننننتصنن'اج ااhتصومنن.,/content/dam/riyadhair/static-assets/destination-recommendation-thumbnails/Dammam.jpg,74.0,/discover-riyadh/diriyah,5000,0,DMM,JFK,SAR,ar,JFK-DMM,2025-09-02T03:21:50,
LHR-DEL-AR,,riyadhair:kingdom-of-saudi-arabia,تتننووhيي يياا حت ااييتتأا تتاا وومحننحتنناا; اعhننمحنن حتييأاتتhييييكك يياا باتتااااييددوونن.,/content/dam/riyadhair/static-assets/destination-recommendation-thumbnails/delhi.jpg,60.0,/discover-riyadh/diriyah,5000,0,DEL,LHR,SAR,ar,LHR-DEL,2025-09-02T06:33:12,
